Station,Date_Time,Timezone,Temp,Spec_cond,Salinity,DO_pct,DO_conc,Depth,pH,Turbidity,Chlorophyll,Phycocyanin,Project,Comments
Beach Haven,2019-04-15 17:15:00,EST,13.92,44.52,28.76,97.9,8.48,,8.07,25.48,,,BBP Real-time 2019,
Beach Haven,2019-04-15 17:30:00,EST,13.93,44.52,28.76,97.3,8.42,,8.07,25.63,,,BBP Real-time 2019,
Beach Haven,2019-04-15 17:45:00,EST,13.86,44.52,28.77,97.3,8.43,,8.07,25.1,,,BBP Real-time 2019,
Beach Haven,2019-04-15 18:00:00,EST,13.81,44.54,28.78,97.4,8.45,,8.07,19.58,,,BBP Real-time 2019,
Beach Haven,2019-04-15 18:15:00,EST,13.79,44.54,28.78,97.6,8.47,,8.07,15.87,,,BBP Real-time 2019,
Beach Haven,2019-04-15 18:30:00,EST,13.69,44.57,28.79,97.7,8.5,,8.08,12.05,,,BBP Real-time 2019,
Beach Haven,2019-04-15 18:45:00,EST,13.65,44.56,28.79,97.4,8.48,,8.08,11.29,,,BBP Real-time 2019,
Beach Haven,2019-04-15 19:00:00,EST,13.59,44.58,28.8,97.4,8.49,,8.08,9.25,,,BBP Real-time 2019,
Beach Haven,2019-04-15 19:15:00,EST,13.51,44.59,28.81,97.4,8.5,,8.08,10.9,,,BBP Real-time 2019,
Beach Haven,2019-04-15 19:30:00,EST,13.3,44.63,28.83,97.1,8.52,,8.09,16.87,,,BBP Real-time 2019,
Beach Haven,2019-04-15 19:45:00,EST,13.18,44.66,28.84,97.3,8.55,,8.09,15.59,,,BBP Real-time 2019,
Beach Haven,2019-04-15 20:00:00,EST,13.11,44.67,28.85,97.1,8.55,,8.09,16.02,,,BBP Real-time 2019,
Beach Haven,2019-04-15 20:15:00,EST,13.05,44.68,28.86,97.2,8.57,,8.09,15.85,,,BBP Real-time 2019,
Beach Haven,2019-04-15 20:30:00,EST,13.07,44.69,28.86,97,8.54,,8.09,18.44,,,BBP Real-time 2019,
Beach Haven,2019-04-15 20:45:00,EST,13.04,44.7,28.87,96.6,8.51,,8.08,22.07,,,BBP Real-time 2019,
Beach Haven,2019-04-15 21:00:00,EST,13.13,44.67,28.85,96.3,8.47,,8.08,16.26,,,BBP Real-time 2019,
Beach Haven,2019-04-15 21:15:00,EST,13.07,44.66,28.84,96.1,8.46,,8.08,18.95,,,BBP Real-time 2019,
Beach Haven,2019-04-15 21:30:00,EST,13.02,44.68,28.85,96.3,8.5,,8.08,19.46,,,BBP Real-time 2019,
Beach Haven,2019-04-15 21:45:00,EST,13,44.67,28.85,96.1,8.47,,8.09,18.31,,,BBP Real-time 2019,
Beach Haven,2019-04-15 22:00:00,EST,12.97,44.67,28.84,95.9,8.47,,8.09,17.72,,,BBP Real-time 2019,
Beach Haven,2019-04-15 22:15:00,EST,12.97,44.65,28.83,95.7,8.45,,8.09,17.85,,,BBP Real-time 2019,
Beach Haven,2019-04-15 22:30:00,EST,12.91,44.65,28.83,95.7,8.46,,8.08,22.55,,,BBP Real-time 2019,
Beach Haven,2019-04-15 22:45:00,EST,12.97,44.59,28.79,95.5,8.43,,8.09,14.3,,,BBP Real-time 2019,
Beach Haven,2019-04-15 23:00:00,EST,13.01,44.53,28.74,95.1,8.39,,8.08,12.37,,,BBP Real-time 2019,
Beach Haven,2019-04-15 23:15:00,EST,12.92,44.52,28.74,94.8,8.38,,8.08,16.2,,,BBP Real-time 2019,
Beach Haven,2019-04-15 23:30:00,EST,12.96,44.44,28.68,94.6,8.36,,8.08,13.09,,,BBP Real-time 2019,
Beach Haven,2019-04-15 23:45:00,EST,12.97,44.38,28.64,94.3,8.33,,8.07,15.36,,,BBP Real-time 2019,
Beach Haven,2019-04-16 00:00:00,EST,12.91,44.37,28.63,94,8.32,,8.07,15.14,,,BBP Real-time 2019,
Beach Haven,2019-04-16 00:15:00,EST,12.9,44.35,28.61,93.9,8.31,,8.07,14.77,,,BBP Real-time 2019,
Beach Haven,2019-04-16 00:30:00,EST,12.86,44.34,28.61,93.7,8.3,,8.07,12.85,,,BBP Real-time 2019,
Beach Haven,2019-04-16 00:45:00,EST,12.87,44.3,28.58,93.6,8.29,,8.07,12.5,,,BBP Real-time 2019,
Beach Haven,2019-04-16 01:00:00,EST,12.9,44.27,28.55,93.6,8.29,,8.07,10.84,,,BBP Real-time 2019,
Beach Haven,2019-04-16 01:15:00,EST,12.87,44.25,28.54,93.4,8.28,,8.07,9.21,,,BBP Real-time 2019,
Beach Haven,2019-04-16 01:30:00,EST,12.82,44.23,28.53,93,8.25,,8.07,8.84,,,BBP Real-time 2019,
Beach Haven,2019-04-16 01:45:00,EST,12.78,44.23,28.52,92.5,8.21,,8.06,7.41,,,BBP Real-time 2019,
Beach Haven,2019-04-16 02:00:00,EST,12.63,44.31,28.58,92,8.19,,8.06,9.03,,,BBP Real-time 2019,
Beach Haven,2019-04-16 02:15:00,EST,12.64,44.3,28.57,92.2,8.21,,8.06,9.21,,,BBP Real-time 2019,
Beach Haven,2019-04-16 02:30:00,EST,12.56,44.31,28.57,92,8.2,,8.06,9.06,,,BBP Real-time 2019,
Beach Haven,2019-04-16 02:45:00,EST,12.47,44.35,28.6,91.8,8.2,,8.06,8.12,,,BBP Real-time 2019,
Beach Haven,2019-04-16 03:00:00,EST,12.4,44.37,28.61,91.7,8.2,,8.06,7.96,,,BBP Real-time 2019,
Beach Haven,2019-04-16 03:15:00,EST,12.31,44.41,28.64,91.5,8.2,,8.05,8.07,,,BBP Real-time 2019,
Beach Haven,2019-04-16 03:30:00,EST,12.16,44.44,28.65,91.1,8.19,,8.05,8.43,,,BBP Real-time 2019,
Beach Haven,2019-04-16 03:45:00,EST,12.03,44.49,28.68,91.3,8.23,,8.05,8.37,,,BBP Real-time 2019,
Beach Haven,2019-04-16 04:00:00,EST,11.98,44.49,28.68,91.2,8.23,,8.05,8.03,,,BBP Real-time 2019,
Beach Haven,2019-04-16 04:15:00,EST,11.92,44.52,28.7,91,8.22,,8.05,8.61,,,BBP Real-time 2019,
Beach Haven,2019-04-16 04:30:00,EST,11.77,44.59,28.74,91.1,8.25,,8.05,7.77,,,BBP Real-time 2019,
Beach Haven,2019-04-16 04:45:00,EST,11.68,44.61,28.76,91,8.26,,8.04,7.82,,,BBP Real-time 2019,
Beach Haven,2019-04-16 05:00:00,EST,11.55,44.66,28.78,91.1,8.29,,8.04,7.79,,,BBP Real-time 2019,
Beach Haven,2019-04-16 05:15:00,EST,11.48,44.69,28.8,91,8.3,,8.04,7.61,,,BBP Real-time 2019,
Beach Haven,2019-04-16 05:30:00,EST,11.45,44.7,28.8,90.8,8.28,,8.04,7.62,,,BBP Real-time 2019,
Beach Haven,2019-04-16 05:45:00,EST,11.43,44.69,28.8,91,8.3,,8.04,7.79,,,BBP Real-time 2019,
Beach Haven,2019-04-16 06:00:00,EST,11.4,44.71,28.81,91,8.31,,8.04,7.83,,,BBP Real-time 2019,
Beach Haven,2019-04-16 06:15:00,EST,11.37,44.73,28.82,90.9,8.31,,8.04,7,,,BBP Real-time 2019,
Beach Haven,2019-04-16 06:30:00,EST,11.35,44.69,28.8,91.8,8.39,,8.04,7.6,,,BBP Real-time 2019,
Beach Haven,2019-04-16 06:45:00,EST,11.29,44.74,28.83,91.8,8.4,,8.04,8.37,,,BBP Real-time 2019,
Beach Haven,2019-04-16 07:00:00,EST,11.28,44.74,28.83,91.7,8.39,,8.04,8.96,,,BBP Real-time 2019,
Beach Haven,2019-04-16 07:15:00,EST,11.26,44.74,28.83,92.1,8.43,,8.04,8.69,,,BBP Real-time 2019,
Beach Haven,2019-04-16 07:30:00,EST,11.38,44.7,28.8,92.9,8.48,,8.04,7.4,,,BBP Real-time 2019,
Beach Haven,2019-04-16 07:45:00,EST,11.46,44.67,28.79,93.5,8.52,,8.05,6.97,,,BBP Real-time 2019,
Beach Haven,2019-04-16 08:00:00,EST,11.53,44.61,28.75,93.8,8.54,,8.05,7.88,,,BBP Real-time 2019,
Beach Haven,2019-04-16 08:15:00,EST,11.54,44.59,28.74,94.2,8.57,,8.05,8.27,,,BBP Real-time 2019,
Beach Haven,2019-04-16 08:30:00,EST,11.59,44.6,28.74,94.6,8.6,,8.05,8.43,,,BBP Real-time 2019,
Beach Haven,2019-04-16 08:45:00,EST,11.6,44.61,28.75,94.6,8.6,,8.05,8.53,,,BBP Real-time 2019,
Beach Haven,2019-04-16 09:00:00,EST,11.63,44.62,28.76,94.9,8.62,,8.05,8.89,,,BBP Real-time 2019,
Beach Haven,2019-04-16 09:15:00,EST,11.64,44.64,28.77,95.1,8.64,,8.06,8.91,,,BBP Real-time 2019,
Beach Haven,2019-04-16 09:30:00,EST,11.67,44.64,28.78,95.5,8.67,,8.06,8.75,,,BBP Real-time 2019,
Beach Haven,2019-04-16 09:45:00,EST,11.66,44.61,28.75,95.8,8.7,,8.06,9.12,,,BBP Real-time 2019,
Beach Haven,2019-04-16 10:00:00,EST,11.7,44.58,28.73,96,8.72,,8.06,8.63,,,BBP Real-time 2019,
Beach Haven,2019-04-16 10:15:00,EST,11.8,44.57,28.73,96.6,8.75,,8.06,8.49,,,BBP Real-time 2019,
Beach Haven,2019-04-16 10:30:00,EST,11.89,44.57,28.74,96.9,8.76,,8.06,9.35,,,BBP Real-time 2019,
Beach Haven,2019-04-16 10:45:00,EST,12,44.58,28.74,97.6,8.8,,8.06,9.34,,,BBP Real-time 2019,
Beach Haven,2019-04-16 11:00:00,EST,12.07,44.58,28.75,98,8.82,,8.07,11.6,,,BBP Real-time 2019,
Beach Haven,2019-04-16 11:15:00,EST,12.17,44.58,28.75,98.3,8.83,,8.07,11.99,,,BBP Real-time 2019,
Beach Haven,2019-04-16 11:30:00,EST,12.28,44.56,28.74,98.8,8.86,,8.07,12,,,BBP Real-time 2019,
Beach Haven,2019-04-16 11:45:00,EST,12.39,44.52,28.72,99.1,8.86,,8.07,11.77,,,BBP Real-time 2019,
Beach Haven,2019-04-16 12:00:00,EST,12.52,44.46,28.68,99.5,8.88,,8.07,9.34,,,BBP Real-time 2019,
Beach Haven,2019-04-16 12:15:00,EST,12.66,44.43,28.66,100,8.9,,8.07,9.4,,,BBP Real-time 2019,
Beach Haven,2019-04-16 12:30:00,EST,12.77,44.41,28.65,100.5,8.92,,8.07,9.1,,,BBP Real-time 2019,
Beach Haven,2019-04-16 12:45:00,EST,12.89,44.35,28.61,100.8,8.93,,8.07,8.59,,,BBP Real-time 2019,
Beach Haven,2019-04-16 13:00:00,EST,12.99,44.28,28.57,101.1,8.94,,8.08,7.85,,,BBP Real-time 2019,
Beach Haven,2019-04-16 13:15:00,EST,13.11,44.2,28.52,101.3,8.94,,8.08,7.11,,,BBP Real-time 2019,
Beach Haven,2019-04-16 13:30:00,EST,13.21,44.15,28.48,101.5,8.93,,8.07,7.31,,,BBP Real-time 2019,
Beach Haven,2019-04-16 13:45:00,EST,13.32,44.12,28.46,102.3,8.99,,8.08,6.46,,,BBP Real-time 2019,
Beach Haven,2019-04-16 14:00:00,EST,13.41,44.07,28.43,102.7,9.01,,8.08,6.62,,,BBP Real-time 2019,
Beach Haven,2019-04-16 14:15:00,EST,13.52,44.11,28.47,103.2,9.03,,8.08,5.94,,,BBP Real-time 2019,
Beach Haven,2019-04-16 14:30:00,EST,13.55,44.11,28.47,102.9,8.99,,8.08,5.11,,,BBP Real-time 2019,
Beach Haven,2019-04-16 14:45:00,EST,13.58,44.12,28.47,102.1,8.92,,8.08,6.46,,,BBP Real-time 2019,
Beach Haven,2019-04-16 15:00:00,EST,13.65,44.15,28.49,102.8,8.96,,8.07,6.38,,,BBP Real-time 2019,
Beach Haven,2019-04-16 15:15:00,EST,13.69,44.16,28.5,103.1,8.98,,8.07,6.35,,,BBP Real-time 2019,
Beach Haven,2019-04-16 15:30:00,EST,13.79,44.18,28.52,103.4,8.99,,8.07,6.14,,,BBP Real-time 2019,
Beach Haven,2019-04-16 15:45:00,EST,13.79,44.22,28.55,103.5,9,,8.07,6.81,,,BBP Real-time 2019,
Beach Haven,2019-04-16 16:00:00,EST,13.97,44.29,28.6,105.1,9.1,,8.08,6.41,,,BBP Real-time 2019,
Beach Haven,2019-04-16 16:15:00,EST,13.86,44.28,28.59,105,9.11,,8.08,6.14,,,BBP Real-time 2019,
Beach Haven,2019-04-16 16:30:00,EST,13.89,44.3,28.6,105,9.11,,8.08,6.05,,,BBP Real-time 2019,
Beach Haven,2019-04-16 16:45:00,EST,13.9,44.34,28.64,104.9,9.09,,8.08,6.35,,,BBP Real-time 2019,
Beach Haven,2019-04-16 17:00:00,EST,13.92,44.38,28.66,104.7,9.07,,8.07,6.59,,,BBP Real-time 2019,
Beach Haven,2019-04-16 17:15:00,EST,13.92,44.41,28.68,104.6,9.06,,8.07,6.87,,,BBP Real-time 2019,
Beach Haven,2019-04-16 17:30:00,EST,13.94,44.44,28.71,104.8,9.07,,8.08,6.59,,,BBP Real-time 2019,
Beach Haven,2019-04-16 17:45:00,EST,13.95,44.47,28.73,104.8,9.07,,8.08,6.21,,,BBP Real-time 2019,
Beach Haven,2019-04-16 18:00:00,EST,13.94,44.48,28.74,104.6,9.06,,8.08,6.38,,,BBP Real-time 2019,
Beach Haven,2019-04-16 18:15:00,EST,13.92,44.49,28.75,104.5,9.05,,8.08,6.14,,,BBP Real-time 2019,
Beach Haven,2019-04-16 18:30:00,EST,13.89,44.51,28.76,104.1,9.02,,8.07,6.08,,,BBP Real-time 2019,
Beach Haven,2019-04-16 18:45:00,EST,13.84,44.52,28.76,103.6,8.99,,8.07,6.02,,,BBP Real-time 2019,
Beach Haven,2019-04-16 19:00:00,EST,13.81,44.53,28.77,103.4,8.98,,8.07,5.53,,,BBP Real-time 2019,
Beach Haven,2019-04-16 19:15:00,EST,13.62,44.5,28.75,102.8,8.96,,8.07,6.24,,,BBP Real-time 2019,
Beach Haven,2019-04-16 19:30:00,EST,13.72,44.55,28.78,102.5,8.91,,8.07,6.49,,,BBP Real-time 2019,
Beach Haven,2019-04-16 19:45:00,EST,12.49,44.51,28.72,99.9,8.92,,8.05,6.03,,,BBP Real-time 2019,
Beach Haven,2019-04-16 20:00:00,EST,12.38,44.59,28.76,99.2,8.87,,8.06,5.07,,,BBP Real-time 2019,
Beach Haven,2019-04-16 20:15:00,EST,12.98,44.48,28.71,99.6,8.8,,8.05,6.57,,,BBP Real-time 2019,
Beach Haven,2019-04-16 20:30:00,EST,13.02,44.4,28.65,99.7,8.8,,8.05,5.57,,,BBP Real-time 2019,
Beach Haven,2019-04-16 20:45:00,EST,13.13,44.4,28.66,99.5,8.76,,8.05,6.72,,,BBP Real-time 2019,
Beach Haven,2019-04-16 21:00:00,EST,13.08,44.29,28.58,99.2,8.75,,8.05,6.27,,,BBP Real-time 2019,
Beach Haven,2019-04-16 21:15:00,EST,13.15,44.3,28.59,99.1,8.73,,8.05,6.33,,,BBP Real-time 2019,
Beach Haven,2019-04-16 21:30:00,EST,13.18,44.35,28.62,98.8,8.7,,8.05,5.99,,,BBP Real-time 2019,
Beach Haven,2019-04-16 21:45:00,EST,13.19,44.36,28.63,98.6,8.67,,8.05,5.98,,,BBP Real-time 2019,
Beach Haven,2019-04-16 22:00:00,EST,13.24,44.37,28.64,98.6,8.67,,8.05,5.94,,,BBP Real-time 2019,
Beach Haven,2019-04-16 22:15:00,EST,13.28,44.4,28.67,98.7,8.66,,8.05,5.91,,,BBP Real-time 2019,
Beach Haven,2019-04-16 22:30:00,EST,13.37,44.43,28.69,98.4,8.62,,8.05,5.91,,,BBP Real-time 2019,
Beach Haven,2019-04-16 22:45:00,EST,13.44,44.42,28.68,98.9,8.65,,8.06,5.89,,,BBP Real-time 2019,
Beach Haven,2019-04-16 23:00:00,EST,13.46,44.41,28.68,98.7,8.63,,8.06,5.71,,,BBP Real-time 2019,
Beach Haven,2019-04-16 23:15:00,EST,13.51,44.36,28.64,98.9,8.65,,8.06,5.74,,,BBP Real-time 2019,
Beach Haven,2019-04-16 23:30:00,EST,13.54,44.36,28.64,98.7,8.62,,8.06,6.38,,,BBP Real-time 2019,
Beach Haven,2019-04-16 23:45:00,EST,13.53,44.37,28.65,98.9,8.64,,8.06,5.83,,,BBP Real-time 2019,
Beach Haven,2019-04-17 00:00:00,EST,13.53,44.35,28.64,99,8.65,,8.07,5.85,,,BBP Real-time 2019,
Beach Haven,2019-04-17 00:15:00,EST,13.51,44.34,28.63,98.8,8.64,,8.06,5.83,,,BBP Real-time 2019,
Beach Haven,2019-04-17 00:30:00,EST,13.51,44.31,28.6,98.8,8.63,,8.06,5.97,,,BBP Real-time 2019,
Beach Haven,2019-04-17 00:45:00,EST,13.5,44.29,28.59,98.1,8.58,,8.05,5.63,,,BBP Real-time 2019,
Beach Haven,2019-04-17 01:00:00,EST,13.51,44.28,28.58,97.9,8.56,,8.05,5.45,,,BBP Real-time 2019,
Beach Haven,2019-04-17 01:15:00,EST,13.51,44.24,28.56,97.7,8.54,,8.05,5.07,,,BBP Real-time 2019,
Beach Haven,2019-04-17 01:30:00,EST,13.52,44.21,28.54,97.3,8.51,,8.06,5.17,,,BBP Real-time 2019,
Beach Haven,2019-04-17 01:45:00,EST,13.53,44.2,28.53,97.3,8.5,,8.06,4.83,,,BBP Real-time 2019,
Beach Haven,2019-04-17 02:00:00,EST,13.54,44.2,28.52,97.3,8.5,,8.06,4.31,,,BBP Real-time 2019,
Beach Haven,2019-04-17 02:15:00,EST,13.54,44.21,28.53,95.4,8.34,,8.06,4.32,,,BBP Real-time 2019,
Beach Haven,2019-04-17 02:30:00,EST,13.51,44.21,28.53,95.4,8.34,,8.05,4.06,,,BBP Real-time 2019,
Beach Haven,2019-04-17 02:45:00,EST,13.42,44.23,28.55,95.7,8.38,,8.04,4.36,,,BBP Real-time 2019,
Beach Haven,2019-04-17 03:00:00,EST,13.4,44.24,28.55,95.9,8.41,,8.05,4.9,,,BBP Real-time 2019,
Beach Haven,2019-04-17 03:15:00,EST,13.35,44.26,28.57,95.5,8.38,,8.04,4.67,,,BBP Real-time 2019,
Beach Haven,2019-04-17 03:30:00,EST,13.32,44.27,28.57,95.3,8.36,,8.04,4.84,,,BBP Real-time 2019,
Beach Haven,2019-04-17 03:45:00,EST,13.19,44.31,28.59,94.4,8.31,,8.02,5.22,,,BBP Real-time 2019,
Beach Haven,2019-04-17 04:00:00,EST,13.19,44.3,28.59,94.2,8.29,,8.02,4.99,,,BBP Real-time 2019,
Beach Haven,2019-04-17 04:15:00,EST,13.19,44.32,28.6,94.4,8.3,,8.02,5.1,,,BBP Real-time 2019,
Beach Haven,2019-04-17 04:30:00,EST,13.19,44.33,28.61,94.1,8.28,,8.02,5.17,,,BBP Real-time 2019,
Beach Haven,2019-04-17 04:45:00,EST,13.16,44.34,28.62,93.7,8.25,,8.02,5.03,,,BBP Real-time 2019,
Beach Haven,2019-04-17 05:00:00,EST,13.11,44.35,28.62,93.3,8.23,,8.02,5.18,,,BBP Real-time 2019,
Beach Haven,2019-04-17 05:15:00,EST,13.04,44.35,28.62,93,8.21,,8.01,5.67,,,BBP Real-time 2019,
Beach Haven,2019-04-17 05:30:00,EST,12.95,44.36,28.63,92.8,8.2,,8.01,5.43,,,BBP Real-time 2019,
Beach Haven,2019-04-17 05:45:00,EST,12.9,44.38,28.63,92.5,8.19,,8.01,5.14,,,BBP Real-time 2019,
Beach Haven,2019-04-17 06:00:00,EST,12.85,44.4,28.65,92.3,8.18,,8.01,4.84,,,BBP Real-time 2019,
Beach Haven,2019-04-17 06:15:00,EST,12.82,44.41,28.66,92.2,8.17,,8.01,5.77,,,BBP Real-time 2019,
Beach Haven,2019-04-17 06:30:00,EST,12.78,44.44,28.68,92.1,8.17,,8,4.96,,,BBP Real-time 2019,
Beach Haven,2019-04-17 06:45:00,EST,12.01,44.99,29.04,95.3,8.58,,8.02,14.21,,,BBP Real-time 2019,
Beach Haven,2019-04-17 07:00:00,EST,11.65,45.48,29.37,96.3,8.71,,8.03,21.27,,,BBP Real-time 2019,
Beach Haven,2019-04-17 07:15:00,EST,11.58,45.62,29.47,96.4,8.72,,8.03,12.92,,,BBP Real-time 2019,
Beach Haven,2019-04-17 07:30:00,EST,11.32,45.95,29.7,96.9,8.81,,8.04,11.86,,,BBP Real-time 2019,
Beach Haven,2019-04-17 07:45:00,EST,11.11,46.24,29.89,97.2,8.87,,8.04,8.63,,,BBP Real-time 2019,
Beach Haven,2019-04-17 08:00:00,EST,10.9,46.51,30.08,97.5,8.93,,8.05,9.44,,,BBP Real-time 2019,
Beach Haven,2019-04-17 08:15:00,EST,10.83,46.61,30.14,97.6,8.95,,8.05,10.71,,,BBP Real-time 2019,
Beach Haven,2019-04-17 08:30:00,EST,10.81,46.64,30.17,97.3,8.91,,8.05,5.71,,,BBP Real-time 2019,
Beach Haven,2019-04-17 08:45:00,EST,11.43,45.99,29.73,96.7,8.77,,8.04,6.31,,,BBP Real-time 2019,
Beach Haven,2019-04-17 09:00:00,EST,11.69,45.73,29.55,98.1,8.86,,8.05,6.03,,,BBP Real-time 2019,
Beach Haven,2019-04-17 09:15:00,EST,11.83,45.65,29.5,98.5,8.87,,8.05,6.8,,,BBP Real-time 2019,
Beach Haven,2019-04-17 09:30:00,EST,11.93,45.59,29.46,98.3,8.83,,8.05,5.61,,,BBP Real-time 2019,
Beach Haven,2019-04-17 09:45:00,EST,12.12,45.44,29.36,99.7,8.93,,8.05,6.28,,,BBP Real-time 2019,
Beach Haven,2019-04-17 10:00:00,EST,12.32,45.28,29.26,99.8,8.91,,8.05,6.48,,,BBP Real-time 2019,
Beach Haven,2019-04-17 10:15:00,EST,12.45,45.19,29.2,100.2,8.92,,8.05,6.4,,,BBP Real-time 2019,
Beach Haven,2019-04-17 10:30:00,EST,12.59,45.08,29.13,100.1,8.89,,8.05,6.36,,,BBP Real-time 2019,
Beach Haven,2019-04-17 10:45:00,EST,12.74,44.91,29.01,99.7,8.83,,8.04,6.4,,,BBP Real-time 2019,
Beach Haven,2019-04-17 11:00:00,EST,12.83,44.77,28.91,99.4,8.79,,8.04,6.35,,,BBP Real-time 2019,
Beach Haven,2019-04-17 11:15:00,EST,12.95,44.66,28.84,99.4,8.77,,8.04,5.54,,,BBP Real-time 2019,
Beach Haven,2019-04-17 11:30:00,EST,13.12,44.56,28.77,99.6,8.77,,8.04,5.74,,,BBP Real-time 2019,
Beach Haven,2019-04-17 11:45:00,EST,13.2,44.55,28.77,100,8.79,,8.04,5.16,,,BBP Real-time 2019,
Beach Haven,2019-04-17 12:00:00,EST,13.28,44.53,28.76,100.6,8.83,,8.04,5.13,,,BBP Real-time 2019,
Beach Haven,2019-04-17 12:15:00,EST,13.37,44.49,28.73,100.7,8.82,,8.04,5.23,,,BBP Real-time 2019,
Beach Haven,2019-04-17 12:30:00,EST,13.48,44.46,28.71,101.2,8.85,,8.04,5.25,,,BBP Real-time 2019,
Beach Haven,2019-04-17 12:45:00,EST,13.57,44.42,28.69,101.4,8.85,,8.04,5.21,,,BBP Real-time 2019,
Beach Haven,2019-04-17 13:00:00,EST,13.63,44.39,28.66,101.4,8.84,,8.04,5.09,,,BBP Real-time 2019,
Beach Haven,2019-04-17 13:15:00,EST,13.68,44.37,28.65,101.6,8.85,,8.04,5.03,,,BBP Real-time 2019,
Beach Haven,2019-04-17 13:30:00,EST,13.71,44.37,28.65,101.9,8.86,,8.04,4.75,,,BBP Real-time 2019,
Beach Haven,2019-04-17 13:45:00,EST,13.75,44.38,28.66,102.2,8.88,,8.04,4.91,,,BBP Real-time 2019,
Beach Haven,2019-04-17 14:00:00,EST,13.76,44.38,28.66,102.3,8.89,,8.05,4.54,,,BBP Real-time 2019,
Beach Haven,2019-04-17 14:15:00,EST,13.76,44.39,28.67,101.6,8.83,,8.05,4.25,,,BBP Real-time 2019,
Beach Haven,2019-04-17 14:30:00,EST,13.74,44.39,28.67,101.2,8.8,,8.05,4.07,,,BBP Real-time 2019,
Beach Haven,2019-04-17 14:45:00,EST,13.73,44.38,28.66,101.6,8.84,,8.05,4.03,,,BBP Real-time 2019,
Beach Haven,2019-04-17 15:00:00,EST,13.72,44.38,28.66,101.1,8.79,,8.05,3.59,,,BBP Real-time 2019,
Beach Haven,2019-04-17 15:15:00,EST,13.65,44.42,28.69,101.3,8.83,,8.05,3.79,,,BBP Real-time 2019,
Beach Haven,2019-04-17 15:30:00,EST,13.67,44.41,28.68,101.3,8.82,,8.05,3.91,,,BBP Real-time 2019,
Beach Haven,2019-04-17 15:45:00,EST,13.68,44.41,28.68,101.6,8.85,,8.05,4.43,,,BBP Real-time 2019,
Beach Haven,2019-04-17 16:00:00,EST,13.65,44.42,28.68,102.3,8.91,,8.05,4.08,,,BBP Real-time 2019,
Beach Haven,2019-04-17 16:15:00,EST,13.64,44.42,28.69,102.5,8.93,,8.05,4.03,,,BBP Real-time 2019,
Beach Haven,2019-04-17 16:30:00,EST,13.57,44.47,28.72,103.6,9.04,,8.06,4.02,,,BBP Real-time 2019,
Beach Haven,2019-04-17 16:45:00,EST,13.56,44.48,28.72,103.8,9.06,,8.06,4.18,,,BBP Real-time 2019,
Beach Haven,2019-04-17 17:00:00,EST,13.56,44.47,28.72,103.2,9.01,,8.06,4.27,,,BBP Real-time 2019,
Beach Haven,2019-04-17 17:15:00,EST,13.53,44.48,28.73,103.2,9.01,,8.05,4.29,,,BBP Real-time 2019,
Beach Haven,2019-04-17 17:30:00,EST,13.48,44.51,28.75,103.4,9.04,,8.06,4.41,,,BBP Real-time 2019,
Beach Haven,2019-04-17 17:45:00,EST,13.44,44.55,28.77,103.7,9.07,,8.06,4.85,,,BBP Real-time 2019,
Beach Haven,2019-04-17 18:00:00,EST,13.39,44.61,28.82,104.3,9.13,,8.06,4.52,,,BBP Real-time 2019,
Beach Haven,2019-04-17 18:15:00,EST,13.34,44.7,28.88,105.1,9.2,,8.07,4.45,,,BBP Real-time 2019,
Beach Haven,2019-04-17 18:30:00,EST,13.31,44.72,28.89,105,9.2,,8.08,4.49,,,BBP Real-time 2019,
Beach Haven,2019-04-17 18:45:00,EST,12.81,45.14,29.18,104.9,9.28,,8.08,8.81,,,BBP Real-time 2019,
Beach Haven,2019-04-17 19:00:00,EST,12.24,45.74,29.58,105.2,9.38,,8.09,11.58,,,BBP Real-time 2019,
Beach Haven,2019-04-17 19:15:00,EST,11.84,46.2,29.9,106,9.52,,8.1,9.95,,,BBP Real-time 2019,
Beach Haven,2019-04-17 19:30:00,EST,11.58,46.48,30.09,106.1,9.57,,8.11,10.38,,,BBP Real-time 2019,
Beach Haven,2019-04-17 19:45:00,EST,11.37,46.69,30.23,106.2,9.61,,8.11,10.51,,,BBP Real-time 2019,
Beach Haven,2019-04-17 20:00:00,EST,11.18,46.88,30.35,106,9.63,,8.11,8.8,,,BBP Real-time 2019,
Beach Haven,2019-04-17 20:15:00,EST,11.03,47.02,30.44,106,9.65,,8.11,6.73,,,BBP Real-time 2019,
Beach Haven,2019-04-17 20:30:00,EST,10.98,47.07,30.48,105.8,9.65,,8.11,6.07,,,BBP Real-time 2019,
Beach Haven,2019-04-17 20:45:00,EST,10.84,47.17,30.55,105,9.59,,8.11,4.4,,,BBP Real-time 2019,
Beach Haven,2019-04-17 21:00:00,EST,10.78,47.24,30.59,104,9.51,,8.12,2.92,,,BBP Real-time 2019,
Beach Haven,2019-04-17 21:15:00,EST,11.41,46.53,30.12,104.4,9.45,,8.1,3.44,,,BBP Real-time 2019,
Beach Haven,2019-04-17 21:30:00,EST,11.38,46.58,30.15,104.4,9.46,,8.1,4.75,,,BBP Real-time 2019,
Beach Haven,2019-04-17 21:45:00,EST,11.76,46.11,29.83,103.3,9.3,,8.09,5.83,,,BBP Real-time 2019,
